 par_1      , par_2      , par_3      , par_4      , par_5      , par_6      , par_7      , par_8      , par_9      , par_10     , par_11     , par_12     , par_13     , par_14     , par_15     , par_16     , par_17     , par_18     , par_19     , par_20     , par_21     , par_22     , par_23     , par_24     , par_25     , par_26     , par_27     , par_28     , par_29     , par_30     , par_31     , par_32     , par_33     , par_34     , par_35     , par_36     , par_37     , par_38     , par_39     , par_40     , par_41     , par_42     , par_43     , par_44     , par_45     , par_46     , par_47     , par_48     , par_49     , par_50     , par_51     , par_52     , par_53     , par_54     , par_55     , par_56     , par_57     , par_58     , par_59     , par_60     , par_61     , par_62     , par_63     , par_64     , f_value    
 +0.0000e+00, +1.7435e-03, +4.2360e-02, +1.3460e-01, +0.0000e+00, +0.0000e+00, +2.3855e-01, +2.8777e-02, +0.0000e+00, +2.7613e-02, +1.3733e-03, +0.0000e+00, +5.1954e-01, +0.0000e+00, +0.0000e+00, +2.9935e-02, +0.0000e+00, +8.5391e-03, +2.7070e-02, +0.0000e+00, +3.1074e-01, +8.8344e-01, +2.7066e-01, +1.3281e-02, +0.0000e+00, +5.6312e-02, +1.1419e-01, +0.0000e+00, +0.0000e+00, +3.3858e+00, +1.4503e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.5478e-01, +1.2768e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.3591e-01, +9.0376e-01, +3.1826e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.9686e-01, +1.2484e+00, +3.6268e-02, +0.0000e+00, +0.0000e+00, +2.0194e-01, +0.0000e+00, +1.7970e-01, +2.9979e-01, +6.2978e-02, +8.8101e-04, +1.0000e+06
 +0.0000e+00, +1.9093e-03, +5.7707e-02, +1.4055e-01, +0.0000e+00, +0.0000e+00, +2.6954e-01, +3.4303e-02, +0.0000e+00, +4.3656e-02, +4.4004e-03, +0.0000e+00, +6.0369e-01, +0.0000e+00, +0.0000e+00, +4.0531e-02, +0.0000e+00, +1.5572e-02, +7.7558e-02, +0.0000e+00, +2.6916e-02, +1.1273e+00, +3.6142e-01, +1.8826e-02, +0.0000e+00, +9.7791e-02, +2.4151e-01, +0.0000e+00, +0.0000e+00, +7.1197e-01, +1.7755e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.8694e+00, +1.0176e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0225e+00, +1.9431e+00, +8.0973e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.7815e-01, +2.5881e-01, +4.3057e-03, +0.0000e+00, +0.0000e+00, +4.4159e-01, +0.0000e+00, +5.2666e-01, +1.1240e+00, +3.5651e-01, +1.3426e-02, +1.0000e+06
 +0.0000e+00, +2.0751e-03, +7.3055e-02, +5.2491e-03, +0.0000e+00, +0.0000e+00, +3.0052e-01, +3.9828e-02, +0.0000e+00, +5.9698e-02, +7.4274e-03, +0.0000e+00, +4.2431e-02, +0.0000e+00, +0.0000e+00, +5.1127e-02, +0.0000e+00, +2.2605e-02, +1.2805e-01, +0.0000e+00, +9.8773e-02, +2.1297e-01, +3.7736e-02, +2.4371e-02, +0.0000e+00, +1.3927e-01, +3.6884e-01, +0.0000e+00, +0.0000e+00, +1.7292e+00, +6.8073e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.1840e+00, +1.9076e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.6154e-01, +3.6151e-01, +8.1683e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.4350e-01, +1.0563e+00, +3.0688e-02, +0.0000e+00, +0.0000e+00, +1.7087e-01, +0.0000e+00, +1.5206e-01, +2.5367e-01, +5.3289e-02, +7.4547e-04, +1.0000e+06
 +0.0000e+00, +9.1435e-04, +4.4938e-01, +1.0489e-01, +0.0000e+00, +0.0000e+00, +8.3630e-02, +1.1492e-03, +0.0000e+00, +1.0484e-01, +1.3388e-02, +0.0000e+00, +9.8770e-02, +0.0000e+00, +0.0000e+00, +4.4029e-02, +0.0000e+00, +1.3361e-02, +4.7996e-02, +0.0000e+00, +3.0713e-01, +8.2231e-01, +2.3129e-01, +9.9468e-03, +0.0000e+00, +1.9071e-02, +4.8866e-01, +0.0000e+00, +0.0000e+00, +1.9907e+00, +7.1030e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.8238e+00, +8.7663e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.9809e-01, +9.4896e-01, +2.9996e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.3824e-01, +8.3497e-01, +2.1045e-02, +0.0000e+00, +0.0000e+00, +2.4426e-02, +0.0000e+00, +6.0960e-01, +1.2624e+00, +3.8558e-01, +1.3832e-02, +1.0000e+06
 +0.0000e+00, +2.2410e-03, +8.8403e-02, +1.1192e-02, +0.0000e+00, +0.0000e+00, +3.3151e-01, +4.5354e-02, +0.0000e+00, +7.5741e-02, +1.0455e-02, +0.0000e+00, +1.2658e-01, +0.0000e+00, +0.0000e+00, +6.1723e-02, +0.0000e+00, +2.9638e-02, +1.7853e-01, +0.0000e+00, +1.7063e-01, +4.5684e-01, +1.2850e-01, +5.5260e-03, +0.0000e+00, +1.0595e-02, +4.9617e-01, +0.0000e+00, +0.0000e+00, +2.7464e+00, +1.1839e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.7756e-01, +1.9819e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.4811e-01, +1.4008e+00, +5.7315e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2479e-01, +6.6756e-02, +5.7070e-02, +0.0000e+00, +0.0000e+00, +4.1052e-01, +0.0000e+00, +4.9902e-01, +1.0779e+00, +3.4682e-01, +1.3290e-02, +1.0000e+06
 +0.0000e+00, +2.5726e-03, +1.1910e-01, +2.3077e-02, +0.0000e+00, +0.0000e+00, +3.9348e-01, +5.6405e-02, +0.0000e+00, +1.0783e-01, +1.6509e-02, +0.0000e+00, +2.9489e-01, +0.0000e+00, +0.0000e+00, +1.5842e-02, +0.0000e+00, +3.7169e-03, +6.1447e-03, +0.0000e+00, +3.1434e-01, +9.4458e-01, +3.1002e-01, +1.6616e-02, +0.0000e+00, +9.3553e-02, +2.4527e-01, +0.0000e+00, +0.0000e+00, +1.0898e+00, +4.1435e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.2067e+00, +1.9781e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.7374e-01, +8.5857e-01, +3.3657e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2555e+00, +1.6617e+00, +5.1491e-02, +0.0000e+00, +0.0000e+00, +3.7945e-01, +0.0000e+00, +4.7137e-01, +1.0318e+00, +3.3714e-01, +1.3154e-02, +1.0000e+06
 +0.0000e+00, +2.7384e-03, +1.3445e-01, +2.9020e-02, +0.0000e+00, +0.0000e+00, +4.2446e-01, +6.1931e-02, +0.0000e+00, +1.2387e-01, +1.9536e-02, +0.0000e+00, +3.7904e-01, +0.0000e+00, +0.0000e+00, +2.6438e-02, +0.0000e+00, +1.0750e-02, +5.6632e-02, +0.0000e+00, +3.0521e-02, +3.0233e-02, +4.0078e-01, +2.2161e-02, +0.0000e+00, +1.3503e-01, +3.7259e-01, +0.0000e+00, +0.0000e+00, +2.1070e+00, +9.1754e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.0034e-01, +2.6871e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.6030e-01, +1.8979e+00, +8.2803e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.3677e-01, +6.7219e-01, +1.9529e-02, +0.0000e+00, +0.0000e+00, +1.0874e-01, +0.0000e+00, +9.6763e-02, +1.6143e-01, +3.3911e-02, +4.7439e-04, +1.0000e+06
 +0.0000e+00, +2.9043e-03, +1.4979e-01, +3.4963e-02, +0.0000e+00, +0.0000e+00, +2.7877e-02, +3.8306e-04, +0.0000e+00, +1.3991e-01, +2.2563e-02, +0.0000e+00, +4.6320e-01, +0.0000e+00, +0.0000e+00, +3.7034e-02, +0.0000e+00, +1.7783e-02, +1.0712e-01, +0.0000e+00, +1.0238e-01, +2.7410e-01, +7.7098e-02, +3.3156e-03, +0.0000e+00, +6.3571e-03, +4.9992e-01, +0.0000e+00, +0.0000e+00, +3.1242e+00, +1.4207e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.9149e+00, +1.1587e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.9936e-01, +3.1632e-01, +9.9987e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1021e+00, +1.4697e+00, +4.5911e-02, +0.0000e+00, +0.0000e+00, +3.4839e-01, +0.0000e+00, +4.4372e-01, +9.8568e-01, +3.2745e-01, +1.3019e-02, +1.0000e+06
 +0.0000e+00, +3.0701e-03, +1.6514e-01, +4.0906e-02, +0.0000e+00, +0.0000e+00, +5.8861e-02, +5.9086e-03, +0.0000e+00, +1.5595e-01, +2.5590e-02, +0.0000e+00, +5.4735e-01, +0.0000e+00, +0.0000e+00, +4.7630e-02, +0.0000e+00, +2.4816e-02, +1.5761e-01, +0.0000e+00, +1.7424e-01, +5.1797e-01, +1.6786e-01, +8.8606e-03, +0.0000e+00, +4.7836e-02, +1.2169e-01, +0.0000e+00, +0.0000e+00, +4.5045e-01, +1.4798e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.2295e+00, +2.0486e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.8593e-01, +1.3556e+00, +5.9145e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.8341e-01, +4.8014e-01, +1.3949e-02, +0.0000e+00, +0.0000e+00, +7.7669e-02, +0.0000e+00, +6.9117e-02, +1.1530e-01, +2.4222e-02, +3.3885e-04, +1.0000e+06
 +0.0000e+00, +3.2359e-03, +1.8049e-01, +4.6848e-02, +0.0000e+00, +0.0000e+00, +8.9846e-02, +1.1434e-02, +0.0000e+00, +1.4552e-02, +1.4668e-03, +0.0000e+00, +6.3150e-01, +0.0000e+00, +0.0000e+00, +5.8226e-02, +0.0000e+00, +3.1849e-02, +2.0809e-01, +0.0000e+00, +2.4609e-01, +7.6184e-01, +2.5862e-01, +1.4406e-02, +0.0000e+00, +8.9315e-02, +2.4902e-01, +0.0000e+00, +0.0000e+00, +1.4677e+00, +6.5116e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.2312e-01, +3.3922e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1725e+00, +2.3950e+00, +1.0829e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.4875e-01, +1.2776e+00, +4.0331e-02, +0.0000e+00, +0.0000e+00, +3.1732e-01, +0.0000e+00, +4.1608e-01, +9.3956e-01, +3.1776e-01, +1.2883e-02, +1.0000e+06
 +0.0000e+00, +3.4017e-03, +1.9584e-01, +5.2791e-02, +0.0000e+00, +0.0000e+00, +1.2083e-01, +1.6960e-02, +0.0000e+00, +3.0595e-02, +4.4939e-03, +0.0000e+00, +7.0246e-02, +0.0000e+00, +0.0000e+00, +1.7487e-03, +0.0000e+00, +3.8882e-02, +2.5858e-01, +0.0000e+00, +3.1795e-01, +1.0057e+00, +3.4938e-01, +1.9950e-02, +0.0000e+00, +1.3079e-01, +3.7635e-01, +0.0000e+00, +0.0000e+00, +2.4849e+00, +1.1543e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.9377e+00, +1.2292e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.1156e-01, +8.1338e-01, +3.5487e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.3004e-01, +2.8808e-01, +8.3694e-03, +0.0000e+00, +0.0000e+00, +4.6601e-02, +0.0000e+00, +4.1470e-02, +6.9182e-02, +1.4533e-02, +2.0331e-04, +1.0000e+06
 +0.0000e+00, +3.5676e-03, +2.1119e-01, +5.8734e-02, +0.0000e+00, +0.0000e+00, +1.5181e-01, +2.2485e-02, +0.0000e+00, +4.6637e-02, +7.5209e-03, +0.0000e+00, +1.5440e-01, +0.0000e+00, +0.0000e+00, +1.2345e-02, +0.0000e+00, +5.9276e-03, +3.5707e-02, +0.0000e+00, +3.4126e-02, +9.1368e-02, +2.5699e-02, +1.1052e-03, +0.0000e+00, +2.1190e-03, +5.0367e-01, +0.0000e+00, +0.0000e+00, +3.5021e+00, +1.6575e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.2523e+00, +2.1192e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.9812e-01, +1.8527e+00, +8.4634e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.9539e-01, +1.0856e+00, +3.4752e-02, +0.0000e+00, +0.0000e+00, +2.8625e-01, +0.0000e+00, +3.8843e-01, +8.9344e-01, +3.0807e-01, +1.2748e-02, +1.0000e+06
 +0.0000e+00, +2.4068e-03, +1.0375e-01, +1.7135e-02, +0.0000e+00, +0.0000e+00, +3.6249e-01, +5.0879e-02, +0.0000e+00, +9.1784e-02, +1.3482e-02, +0.0000e+00, +2.1074e-01, +0.0000e+00, +0.0000e+00, +5.2460e-03, +0.0000e+00, +3.6671e-02, +2.2902e-01, +0.0000e+00, +2.4249e-01, +7.0071e-01, +2.1926e-01, +1.1071e-02, +0.0000e+00, +5.2074e-02, +1.1794e-01, +0.0000e+00, +0.0000e+00, +7.2604e-02, +1.6871e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.8922e+00, +1.0882e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2347e+00, +2.4401e+00, +1.0646e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.9013e-01, +8.6425e-01, +2.5108e-02, +0.0000e+00, +0.0000e+00, +1.3980e-01, +0.0000e+00, +1.2441e-01, +2.0755e-01, +4.3600e-02, +6.0993e-04, +1.0000e+06
 +0.0000e+00, +7.4852e-04, +4.3403e-01, +9.8946e-02, +0.0000e+00, +0.0000e+00, +5.2646e-02, +6.2697e-02, +0.0000e+00, +8.8802e-02, +1.0361e-02, +0.0000e+00, +1.4617e-02, +0.0000e+00, +0.0000e+00, +3.3433e-02, +0.0000e+00, +6.3283e-03, +2.7087e-01, +0.0000e+00, +2.3528e-01, +5.7844e-01, +1.4053e-01, +4.4018e-03, +0.0000e+00, +1.4775e-01, +3.6133e-01, +0.0000e+00, +0.0000e+00, +9.7350e-01, +2.0712e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.0922e-01, +2.5861e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1153e-01, +2.5305e+00, +1.0280e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7290e-01, +3.7484e-02, +5.3006e-02, +0.0000e+00, +0.0000e+00, +2.9514e-01, +0.0000e+00, +2.6264e-01, +4.3815e-01, +9.2045e-02, +1.2876e-03, +1.0000e+06
 +0.0000e+00, +5.8269e-04, +4.1869e-01, +9.3003e-02, +0.0000e+00, +0.0000e+00, +2.1661e-02, +5.7171e-02, +0.0000e+00, +7.2759e-02, +7.3339e-03, +0.0000e+00, +5.7587e-01, +0.0000e+00, +0.0000e+00, +2.2837e-02, +0.0000e+00, +3.9283e-02, +2.2038e-01, +0.0000e+00, +1.6342e-01, +3.3457e-01, +4.9773e-02, +2.3247e-02, +0.0000e+00, +1.0627e-01, +2.3400e-01, +0.0000e+00, +0.0000e+00, +3.6473e+00, +1.4799e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.1156e+00, +1.6961e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.7246e-01, +1.4912e+00, +5.3654e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.9161e-01, +1.0270e+00, +2.6624e-02, +0.0000e+00, +0.0000e+00, +5.5493e-02, +0.0000e+00, +6.3725e-01, +1.3085e+00, +3.9527e-01, +1.3968e-02, +1.0000e+06
 +0.0000e+00, +4.1687e-04, +4.0334e-01, +8.7060e-02, +0.0000e+00, +0.0000e+00, +4.1824e-01, +5.1646e-02, +0.0000e+00, +5.6717e-02, +4.3069e-03, +0.0000e+00, +4.9172e-01, +0.0000e+00, +0.0000e+00, +1.2241e-02, +0.0000e+00, +3.2250e-02, +1.6990e-01, +0.0000e+00, +9.1564e-02, +9.0700e-02, +3.7345e-01, +1.7702e-02, +0.0000e+00, +6.4788e-02, +1.0668e-01, +0.0000e+00, +0.0000e+00, +2.6301e+00, +9.7668e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.8010e+00, +8.0612e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.8590e-01, +4.5189e-01, +4.5076e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.2626e-01, +2.2954e-01, +2.4203e-04, +0.0000e+00, +0.0000e+00, +3.2621e-01, +0.0000e+00, +2.9029e-01, +4.8428e-01, +1.0173e-01, +1.4232e-03, +1.0000e+06
 +0.0000e+00, +5.3963e-03, +1.4243e-01, +1.2727e-01, +0.0000e+00, +0.0000e+00, +3.1907e-01, +2.4784e-02, +0.0000e+00, +9.8882e-02, +7.1469e-03, +0.0000e+00, +3.5194e-01, +0.0000e+00, +0.0000e+00, +3.3329e-02, +0.0000e+00, +3.2650e-02, +1.3170e-01, +0.0000e+00, +2.9272e-01, +5.7777e-01, +7.3847e-02, +2.0999e-02, +0.0000e+00, +4.0261e-02, +4.6988e-01, +0.0000e+00, +0.0000e+00, +1.0149e-01, +1.3022e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.9789e+00, +1.2730e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.4681e-01, +1.1297e+00, +2.2675e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.8782e-01, +9.6849e-01, +1.8497e-02, +0.0000e+00, +0.0000e+00, +3.3510e-01, +0.0000e+00, +1.6450e-01, +2.8987e-02, +4.8247e-01, +1.5188e-02, +1.0000e+06
 +0.0000e+00, +5.5621e-03, +1.5777e-01, +1.3322e-01, +0.0000e+00, +0.0000e+00, +3.5006e-01, +3.0309e-02, +0.0000e+00, +1.1492e-01, +1.0174e-02, +0.0000e+00, +4.3609e-01, +0.0000e+00, +0.0000e+00, +4.3925e-02, +0.0000e+00, +3.9683e-02, +1.8219e-01, +0.0000e+00, +8.8923e-03, +8.2164e-01, +1.6461e-01, +2.1535e-03, +0.0000e+00, +8.1740e-02, +9.1659e-02, +0.0000e+00, +0.0000e+00, +1.1187e+00, +2.9458e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.7254e-01, +2.1630e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.5875e-02, +2.1690e+00, +7.1821e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.6912e-01, +1.7660e+00, +4.4879e-02, +0.0000e+00, +0.0000e+00, +6.4385e-02, +0.0000e+00, +5.1146e-01, +8.5325e-01, +1.7925e-01, +2.5075e-03, +1.0000e+06
 +0.0000e+00, +5.7279e-03, +1.7312e-01, +1.3916e-01, +0.0000e+00, +0.0000e+00, +3.8104e-01, +3.5835e-02, +0.0000e+00, +1.3097e-01, +1.3201e-02, +0.0000e+00, +5.2025e-01, +0.0000e+00, +0.0000e+00, +5.4521e-02, +0.0000e+00, +6.7291e-03, +2.3267e-01, +0.0000e+00, +8.0749e-02, +1.0655e+00, +2.5537e-01, +7.6985e-03, +0.0000e+00, +1.2322e-01, +2.1899e-01, +0.0000e+00, +0.0000e+00, +2.1359e+00, +5.3264e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.6871e+00, +4.5356e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.7244e-01, +5.8747e-01, +1.2097e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.3446e-01, +7.7643e-01, +1.2917e-02, +0.0000e+00, +0.0000e+00, +3.0403e-01, +0.0000e+00, +1.3686e-01, +1.6775e+00, +4.7278e-01, +1.5052e-02, +1.0000e+06
 +0.0000e+00, +5.8938e-03, +1.8847e-01, +3.8618e-03, +0.0000e+00, +0.0000e+00, +4.1203e-01, +4.1361e-02, +0.0000e+00, +1.4701e-01, +1.6228e-02, +0.0000e+00, +6.0440e-01, +0.0000e+00, +0.0000e+00, +6.5117e-02, +0.0000e+00, +1.3762e-02, +9.7979e-03, +0.0000e+00, +1.5261e-01, +1.5117e-01, +3.4613e-01, +1.3243e-02, +0.0000e+00, +1.6470e-01, +3.4631e-01, +0.0000e+00, +0.0000e+00, +3.1531e+00, +1.0358e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.0017e+00, +1.3435e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0590e+00, +1.6268e+00, +4.8163e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1575e-01, +1.5739e+00, +3.9299e-02, +0.0000e+00, +0.0000e+00, +3.3317e-02, +0.0000e+00, +4.8382e-01, +8.0713e-01, +1.6956e-01, +2.3719e-03, +1.0000e+06
 +0.0000e+00, +6.0596e-03, +2.0382e-01, +9.8045e-03, +0.0000e+00, +0.0000e+00, +1.5445e-02, +4.6886e-02, +0.0000e+00, +5.6069e-03, +1.9255e-02, +0.0000e+00, +4.3141e-02, +0.0000e+00, +0.0000e+00, +8.6395e-03, +0.0000e+00, +2.0795e-02, +6.0285e-02, +0.0000e+00, +2.2446e-01, +3.9504e-01, +2.2448e-02, +1.8788e-02, +0.0000e+00, +3.6023e-02, +4.7364e-01, +0.0000e+00, +0.0000e+00, +4.7934e-01, +1.5390e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9532e-01, +2.2335e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.9807e-01, +4.5211e-02, +9.7310e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.8110e-01, +5.8438e-01, +7.3376e-03, +0.0000e+00, +0.0000e+00, +2.7297e-01, +0.0000e+00, +1.0921e-01, +1.6314e+00, +4.6309e-01, +1.4916e-02, +1.0000e+06
 +0.0000e+00, +6.2254e-03, +2.1917e-01, +1.5747e-02, +0.0000e+00, +0.0000e+00, +4.6430e-02, +5.2412e-02, +0.0000e+00, +2.1650e-02, +2.2282e-02, +0.0000e+00, +1.2729e-01, +0.0000e+00, +0.0000e+00, +1.9235e-02, +0.0000e+00, +2.7828e-02, +1.1077e-01, +0.0000e+00, +2.9632e-01, +6.3891e-01, +1.1321e-01, +2.4333e-02, +0.0000e+00, +7.7502e-02, +9.5413e-02, +0.0000e+00, +0.0000e+00, +1.4966e+00, +2.6626e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7099e+00, +5.2407e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.8463e-01, +1.0845e+00, +2.4505e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2464e+00, +1.3819e+00, +3.3720e-02, +0.0000e+00, +0.0000e+00, +2.2498e-03, +0.0000e+00, +4.5617e-01, +7.6100e-01, +1.5987e-01, +2.2364e-03, +1.0000e+06
 +0.0000e+00, +6.3912e-03, +2.3451e-01, +2.1690e-02, +0.0000e+00, +0.0000e+00, +7.7414e-02, +5.7937e-02, +0.0000e+00, +3.7692e-02, +2.5309e-02, +0.0000e+00, +2.1145e-01, +0.0000e+00, +0.0000e+00, +2.9831e-02, +0.0000e+00, +3.4861e-02, +1.6126e-01, +0.0000e+00, +1.2497e-02, +8.8278e-01, +2.0397e-01, +5.4881e-03, +0.0000e+00, +1.1898e-01, +2.2274e-01, +0.0000e+00, +0.0000e+00, +2.5138e+00, +7.6945e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.0245e+00, +1.4140e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.3696e-02, +2.1238e+00, +7.3651e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.2773e-01, +3.9232e-01, +1.7580e-03, +0.0000e+00, +0.0000e+00, +2.4190e-01, +0.0000e+00, +8.1563e-02, +1.5853e+00, +4.5340e-01, +1.4781e-02, +1.0000e+06
